District_C11ID,Area.Other.Kharif.Pulses,Prod.Other.Kharif.Pulses,Yield.Other.Kharif.Pulses,Area.Moong,Prod.Moong,Yield.Moong,Area.Moth,Prod.Moth,Yield.Moth,Area.Other.Rabi.Pulses,Prod.Other.Rabi.Pulses,Yield.Other.Rabi.Pulses,Area.Peas...Beans..Pulses.,Prod.Peas...Beans..Pulses.,Yield.Peas...Beans..Pulses.,Area.Urad,Prod.Urad,Yield.Urad,Area.Gram,Prod.Gram,Yield.Gram,Area.Masoor,Prod.Masoor,Yield.Masoor,Area.HorseGram,Prod.HorseGram,Yield.HorseGram,Area.Arhar..Tur.,Prod.Arhar..Tur.,Yield.Arhar..Tur.,areaTot,prodTot,yieldTot,diversity,dominant_pulses
1,770,404,0.5225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,404,0.524675325,1,Area.Other.Kharif.Pulses
2,81,41.75,0.5125,217.8,125,0.572,859,687,0.8,15,112,7.47,155.8,186.6,1.198,159,87.5,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1487.6,1239.85,0.833456574,2.629277566,Area.Moth
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,10,0.29,188.6,92.8,0.49,NA,NA,NA,4772,2719,0.57,4.75,2,0.425,NA,NA,NA,NA,NA,NA,5007.35,2823.8,0.563931021,1.099266943,Area.Gram
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,50,0.39,595.6,460.6,0.776,NA,NA,NA,3909,1950,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4630.6,2460.6,0.531378223,1.370046537,Area.Gram
5,13.33333333,6.666666667,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,10.6,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.13333333,17.26666667,0.521126761,1.926612016,Area.Urad
6,30,15.66666667,0.523333333,1,NA,NA,NA,NA,NA,2.333333333,1.333333333,0.666666667,6.8,4.8,0.694,451.4,221,0.488,10,6.25,0.6575,NA,NA,NA,13,7,0.54,NA,NA,NA,514.5333333,256.05,0.497635398,1.291539878,Area.Urad
7,52.25,21.5,1.2725,10,5.666666667,0.576666667,3,2,0.67,149.6666667,74.66666667,0.443333333,3.25,2.25,0.655,3911.4,1177.4,0.3,90.5,51,0.565,32.75,13.5,0.42,122,34,0.28,NA,NA,NA,4374.816667,1381.983333,0.315895142,1.246967949,Area.Urad
8,641,346,0.53,498.2,177.4,0.36,1431,718,0.5,76,53,0.7,147.3333333,97,0.68,59,40,0.68,140,77,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,2992.533333,1508.4,0.504054536,3.247706311,Area.Moth
10,22.5,13,0.575,71,35,0.492,214,144,0.67,37.75,18,0.47,100,59.4,0.598,143.25,97.5,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.5,366.9,0.623449448,4.158205403,Area.Moth
12,961,313,0.33,164.2,66.6,0.406,NA,NA,NA,NA,NA,NA,266.6,186.4,0.698,108.2,58,0.536,NA,NA,NA,57,28.66666667,0.503333333,NA,NA,NA,NA,NA,NA,1557,652.6666667,0.419182188,2.338847301,Area.Other.Kharif.Pulses
14,177.25,93.25,0.5275,695.8,359,0.52,695,363,0.52,NA,NA,NA,141,193.5,1.08,175.2,77.4,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1884.25,1086.15,0.576436248,3.384050839,Area.Moong
16,1033.333333,654,0.58,31,13,0.42,NA,NA,NA,5,2,0.4,189,112,0.592,1462,616.8,0.422,258,30,0.12,46.25,20.5,0.44,980,294,0.3,NA,NA,NA,4004.583333,1742.3,0.435076475,3.754757228,Area.Urad
19,146.25,102.5,0.5925,41.4,27.6,0.672,15,10,0.67,60.5,30.5,0.55,6.75,4.5,0.6,2031,1005,0.498,NA,NA,NA,10,5,0.5,213,99,0.46,NA,NA,NA,2523.9,1284.1,0.5087761,1.517600022,Area.Urad
21,318,113.25,0.4575,155.6,77.8,0.5,264,145,0.55,2,1,0.5,28.2,52.4,1.848,5108.6,2274,0.444,185.25,111,0.5975,9.5,5,0.54,616,166,0.27,NA,NA,NA,6687.15,2945.45,0.440464174,1.674360932,Area.Urad
23,542.4285714,233.4285714,0.395714286,63.375,24.375,0.40125,15,5,0.2875,18.5,6,0.325,138.3333333,228.3333333,1.268333333,2011.875,717.375,0.35875,2,1,0.5,20.125,7.125,0.42625,326,101.25,0.31375,45,16,0.36,3182.636905,1339.886905,0.420998984,2.263857746,Area.Urad
24,342.8571429,119,0.337142857,37.25,9.75,0.3625,6,2,0.33,31.5,19.5,0.405,23.375,32.625,1.415,2539.75,1147.25,0.46125,314.625,221.375,0.70625,105.125,47.25,0.4875,248.375,107.375,0.4425,10.75,4.333333333,0.533333333,3659.607143,1710.458333,0.467388511,1.98625862,Area.Urad
25,41,50.2,1.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574.5,8679.75,5.50875,NA,NA,NA,NA,NA,NA,4,1,0.25,55,13.5,0.245,NA,NA,NA,1674.5,8744.45,5.222126008,1.128907954,Area.Peas...Beans..Pulses.
26,845.8333333,244.3333333,0.298333333,75,27,0.3475,NA,NA,NA,77,43,0.56,485.5,521.5,1.04,1076.375,224,0.20875,84.125,37.5,0.42625,87.5,33.375,0.36125,110.75,33.125,0.2625,734,163.5,0.19,3576.083333,1327.333333,0.371169576,4.759285262,Area.Urad
27,649.125,260.125,0.36875,18.75,8.125,0.43875,1,NA,NA,45.75,16.25,0.4,2339.333333,3310.5,1.245,1574.125,1280,0.8025,35.375,25.5,0.7175,156.875,36.75,0.24375,304.625,172.625,0.55875,10,2.5,0.57,5134.958333,5112.375,0.995602042,3.104681107,Area.Peas...Beans..Pulses.
28,1.333333333,0.666666667,0.5,4,2,0.5,NA,NA,NA,1,1,1,NA,NA,NA,55,17,0.35125,7.375,2.142857143,0.261428571,3.5,1.6,0.578,25.625,8.714285714,0.298571429,NA,NA,NA,97.83333333,33.12380952,0.338573862,2.540804654,Area.Urad
29,10,4.5,0.71,19.75,5.875,0.37,5.25,2.333333333,0.386666667,12.5,20,0.83,4.875,7.625,1.2225,324.625,106.5,0.3275,115.4285714,83,0.777142857,14.71428571,10.42857143,0.662857143,46.75,12.875,0.27,135.5,18.5,0.165,689.3928571,271.6369048,0.394023382,3.390733362,Area.Urad
30,35.4,10.6,0.334,17.125,8.142857143,0.432857143,2,1,0.5,4.5,6,0.86,11.75,10.57142857,0.907142857,78.625,33.5,0.48,172.625,74.75,0.50375,7,2.833333333,0.433333333,24.375,11.25,0.535,6.333333333,2.2,0.368,359.7333333,160.847619,0.447130149,3.372349225,Area.Gram
31,2.666666667,3.333333333,1.166666667,1.4,1,0.776666667,1,NA,NA,13,7,0.54,909.75,699,0.77,1165.25,177.75,0.15875,228.625,216.25,0.87375,12.42857143,9.714285714,0.79,364,89.625,0.24375,18.75,4.666666667,0.486666667,2716.870238,1208.339286,0.44475414,3.1133216,Area.Urad
32,128.625,47.125,0.36375,4.5,1.5,0.33,NA,NA,NA,277,141,0.51,1723.75,1748.625,0.97125,1248.375,461,0.35875,141.125,107.625,0.7225,277.625,107.875,0.3975,306.125,158.125,0.5325,11.25,5.25,0.475,4118.375,2778.125,0.674568246,3.523356787,Area.Peas...Beans..Pulses.
33,1568,446.1428571,0.284285714,159.7142857,76.14285714,0.454285714,162,54,0.33,25.5,23,0.71,1332.25,2396.75,1.33,1873.875,551.125,0.31,86.375,100.75,0.99375,63.875,41.625,0.66,678.25,260.375,0.3875,42.125,12,0.261428571,5991.964286,3961.910714,0.661203993,4.341083325,Area.Urad
34,894.6,1063.6,1.176,NA,NA,NA,NA,NA,NA,2.666666667,3,0.966666667,689.375,396.375,0.57125,8.142857143,11.57142857,1.432857143,NA,NA,NA,2.25,3,1.225,NA,NA,NA,NA,NA,NA,1597.034524,1477.546429,0.92518127,1.999426328,Area.Other.Kharif.Pulses
35,NA,NA,NA,NA,NA,NA,100,0,0,500,400,0.8,133.3333333,133.3333333,1,2000,955.5555556,0.477777778,245.4545455,200,0.863636364,500,335.7272727,0.599090909,NA,NA,NA,100,100,1,3578.787879,2124.616162,0.593669207,2.78548305,Area.Urad
36,NA,NA,NA,100,100,1,NA,NA,NA,200,200,1,100,100,1,NA,NA,NA,100,100,1,100,100,1,NA,NA,NA,100,100,1,700,700,1,5.444444444,Area.Other.Rabi.Pulses
37,NA,NA,NA,136.3636364,118.1818182,0.924545455,NA,NA,NA,100,100,1,100,100,1,100,100,1,100,100,1,100,100,1,NA,NA,NA,927.2727273,963.6363636,1.027272727,1563.636364,1581.818182,1.011627907,2.633434218,Area.Arhar..Tur.
38,NA,NA,NA,133.3333333,133.3333333,1,NA,NA,NA,1800,1700,0.94,250,250,1,477.7777778,188.8888889,0.393333333,309.0909091,218.1818182,0.755454545,509.0909091,207.7272727,0.401818182,NA,NA,NA,100,100,1,3579.292929,2798.131313,0.781755327,3.27382731,Area.Other.Rabi.Pulses
39,NA,NA,NA,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,1,100,100,1,200,150,0.723333333,NA,NA,NA,100,100,1,600,550,0.916666667,4.5,Area.Masoor
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,1,NA,NA,NA,NA,NA,NA,100,100,1,100,100,1,NA,NA,NA,200,211.1111111,1.036666667,500,511.1111111,1.022222222,3.571428571,Area.Arhar..Tur.
41,NA,NA,NA,2218.181818,1572.727273,0.746363636,NA,NA,NA,100,100,1,325,450,1.39,NA,NA,NA,140,140,1,NA,NA,NA,NA,NA,NA,1781.818182,1472.727273,0.842727273,4565,3735.454545,0.81828139,2.531972317,Area.Moong
42,NA,NA,NA,1418.181818,963.6363636,0.781818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.6666667,255.5555556,0.916666667,NA,NA,NA,NA,NA,NA,672.7272727,527.2727273,0.809090909,2357.575758,1746.464646,0.740788346,2.192644864,Area.Moong
43,NA,NA,NA,2627.272727,1981.818182,0.771818182,233.3333333,133.3333333,0.666666667,100,100,1,100,100,1,NA,NA,NA,1454.545455,1518.181818,1.059090909,NA,NA,NA,NA,NA,NA,190,190,1,4705.151515,4023.333333,0.855091132,2.425119312,Area.Moong
44,NA,NA,NA,1118.181818,972.7272727,0.932727273,100,100,1,300,300,1,100,100,1,NA,NA,NA,281.8181818,300,1.206363636,NA,NA,NA,NA,NA,NA,250,175,0.8925,2150,1947.727273,0.905919662,3.077046858,Area.Moong
45,NA,NA,NA,1018.181818,672.7272727,0.732727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5555556,155.5555556,1.018888889,NA,NA,NA,NA,NA,NA,142.8571429,142.8571429,1,1316.594517,971.1399711,0.737615081,1.603090046,Area.Moong
46,NA,NA,NA,1109.090909,645.4545455,0.636363636,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.2727273,463.6363636,0.967272727,NA,NA,NA,NA,NA,NA,100,100,1,1836.363636,1309.090909,0.712871287,2.206814494,Area.Moong
47,NA,NA,NA,490.9090909,309.0909091,0.630909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.6363636,309.0909091,0.927272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.5454545,618.1818182,0.723404255,1.95659876,Area.Moong
48,NA,NA,NA,211.1111111,144.4444444,0.741111111,NA,NA,NA,1800,2400,1.33,1100,1375,1.24,100,100,1,142.8571429,142.8571429,1,712.5,458.375,0.68375,NA,NA,NA,200,190,0.975,4266.468254,4810.676587,1.12755476,3.588423176,Area.Other.Rabi.Pulses
49,NA,NA,NA,1837.5,1200,0.74875,NA,NA,NA,300,300,1,250,300,1.125,388.8888889,177.7777778,0.504444444,360,340,0.96,300,211.1111111,0.775555556,NA,NA,NA,781.8181818,700,0.939090909,4218.207071,3228.888889,0.765464766,3.944435349,Area.Moong
51,NA,NA,NA,200,200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.5555556,137.5,0.6725,190.9090909,145.4545455,0.802727273,380,243.3333333,0.683333333,NA,NA,NA,318.1818182,254.5454545,0.834545455,1344.646465,980.8333333,0.729435847,4.667267304,Area.Masoor
53,NA,NA,NA,2200,1690.909091,0.835454545,166.6666667,166.6666667,1,600,600,1,225,275,1.1675,NA,NA,NA,544.4444444,633.3333333,1.158888889,100,100,1,NA,NA,NA,1400,1272.727273,0.888181818,5236.111111,4738.636364,0.90499156,3.633864078,Area.Moong
55,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,11,0.933333333,1,1,1,10.5,13.5,1.375,NA,NA,NA,20,NA,NA,45.16666667,27.5,0.608856089,3.131945925,Area.Arhar..Tur.
56,1458.3,1075.4,0.728,NA,NA,NA,NA,NA,NA,5.8,3.5,0.5325,552,339.6,0.613,741.2,422.6,0.561,4.777777778,3,0.605,331.8,159.1,0.476,782.7,523.1,0.667,244.4,171.7,0.681,4120.977778,2698,0.654698993,4.512748064,Area.Other.Kharif.Pulses
57,883.8,617.8,0.682,NA,NA,NA,NA,NA,NA,6.75,5.5,0.44,12,7.7,0.622,374.6,234.1,0.626,1,NA,NA,55.4,27.3,0.477,324.5,210.1,0.656,111.1,64.3,0.578,1769.15,1166.8,0.659525761,3.002781627,Area.Other.Kharif.Pulses
58,111.4,71.6,0.626,NA,NA,NA,NA,NA,NA,8,3,0.38,9.9,5.5,0.651,274.1,117.5,0.436,19,10,0.53,39.4,19.4,0.469,157.4,78.7,0.509,76.3,55.4,0.726,695.5,361.1,0.519194824,4.023873456,Area.Urad
59,1111.6,657.7,0.592,NA,NA,NA,NA,NA,NA,7,3,0.36,183.3,101.3,0.536,1840.3,1132.8,0.607,14.625,6.875,0.44625,1000.2,462.5,0.481,2570.2,1523.6,0.587,966.6,590.5,0.604,7693.825,4478.275,0.582060938,4.485531018,Area.HorseGram
60,1194,743.2,0.63,3.125,1.428571429,0.515714286,143.5,50,0.34,14.77777778,7.777777778,0.576666667,385.4,269.7,0.682,725.7,416.3,0.57,70.2,54.2,0.778,553.8,305.4,0.552,521.1,368.7,0.702,174.5,127.1,0.693,3786.102778,2343.806349,0.619055131,5.240685417,Area.Other.Kharif.Pulses
61,480.8,323.7,0.658,NA,NA,NA,NA,NA,NA,7.222222222,5.4,0.48,31,19.44444444,0.585555556,3478,1934.3,0.551,89,43.1,0.519,771.5,385.5,0.519,1776,1100.8,0.62,365,216.9,0.582,6998.522222,4029.144444,0.575713603,3.019835327,Area.Urad
62,1523.5,937.6,0.623,NA,NA,NA,NA,NA,NA,61.14285714,37.83333333,0.51,55.5,32.3,0.584,770.1,436.3,0.572,22,13.1,0.603,4132.8,1958.4,0.471,474.5555556,384.5555556,0.774444444,96.5,29.5,0.49,7136.098413,3829.588889,0.536650235,2.516505295,Area.Masoor
63,559.6,410.2,0.75,NA,NA,NA,NA,NA,NA,37.4,30.75,0.63,16.77777778,11.125,0.57125,126.8,67.1,0.53,8.625,5,0.625,1153.3,585,0.502,174.6,128.5,0.748,9.2,7,0.728,2086.302778,1244.675,0.596593655,2.573017188,Area.Masoor
64,915.7777778,673.4444444,0.723333333,NA,NA,NA,NA,NA,NA,1,NA,NA,51.9,31.3,0.573,937.6,528.7,0.564,18.85714286,11.5,0.555,1008.2,456.9,0.476,1316.3,885.2,0.668,7.833333333,5.5,0.72,4257.468254,2592.544444,0.608940405,4.055071359,Area.HorseGram
65,1171.4,793.6,0.685,3,1,0.33,4,1,0.25,8.285714286,4.285714286,0.511428571,33.1,20.9,0.637,356.3,183.7,0.514,30.9,16.5,0.535,977.1,457.1,0.469,137.5,79.25,0.6075,21.16666667,11.16666667,0.528333333,2742.752381,1568.502381,0.571871669,3.039040691,Area.Other.Kharif.Pulses
66,422.8,257.9,0.625,2.833333333,1.2,0.508,17.55555556,6.444444444,0.368888889,9,4.75,0.535,171.8,122.3,0.708,871.9,533.9,0.583,504.3,365.3,0.728,447.5,276.7,0.617,590.4,383.5,0.645,11.42857143,6.571428571,0.828571429,3049.51746,1958.565873,0.642254356,5.247584724,Area.Urad
67,7.333333333,12,2.96,5185.818182,2397.454545,0.427272727,NA,NA,NA,17.44444444,7.777777778,0.596666667,2401.2,2146.4,0.867,335.3,166,0.503,65.5,51.5,0.771,52755.63636,40162.18182,0.689090909,NA,NA,NA,17.1,11.9,0.69,60785.33232,44955.21414,0.739573388,1.312125188,Area.Masoor
68,5.666666667,3,0.6,22.625,6.875,0.4275,NA,NA,NA,64.66666667,30.625,0.64625,127.8,99.7,0.825,516.1,212.8,0.451,34.1,26.4,0.748,1162.7,659.5,0.573,NA,NA,NA,6,4.111111111,0.764444444,1939.658333,1043.011111,0.537729297,2.293387463,Area.Masoor
69,100,0,0,1.666666667,0,0,NA,NA,NA,NA,NA,NA,35.57142857,50,0.225,495.3333333,144.4444444,0.306666667,570.9,1000,1.592857143,363.8,344.4444444,0.855555556,320.8888889,88.88888889,0.262222222,69.8,116.6666667,1.403333333,1957.960317,1744.444444,0.890949847,4.659550315,Area.Gram
70,NA,NA,NA,1.75,0,0,1,0,0,NA,NA,NA,39.44444444,75,1.045,871.6666667,222.2222222,0.256666667,91.9,0,0,1458.2,1020,0.695,3.571428571,0,0,83.4,200,1.264,2550.93254,1517.222222,0.594771598,2.241467162,Area.Masoor
71,372,100,0.27,28.5,0,0,10,0,0,NA,NA,NA,24.25,50,1.0775,687.3333333,255.5555556,0.323333333,194.7,0,0,1485.2,1200,0.806,77.55555556,0,0,24,50,0.955,2903.538889,1655.555556,0.570185425,2.945032992,Area.Masoor
72,NA,NA,NA,112.2222222,57.14285714,0.272857143,NA,NA,NA,NA,NA,NA,176.8571429,250,1.245,196.375,75,0.41875,127.9,0,0,445.4,550,1.24,NA,NA,NA,53.44444444,125,0.76,1112.19881,1057.142857,0.950498102,4.122857218,Area.Masoor
73,NA,NA,NA,24.1,20,0.278,NA,NA,NA,NA,NA,NA,251,300,1.2,6.714285714,0,0,241.9,0,0,202.8,280,1.473,NA,NA,NA,46.5,100,1.058,773.0142857,700,0.905546007,3.612051773,Area.Peas...Beans..Pulses.
74,129.5,50,0.365,33.1,0,0,25,0,0,NA,NA,NA,181.1,240,1.329,148.4444444,57.14285714,0.185714286,263.5,400,0.832,485.7,470,0.976,126.5,25,0.2025,288,290,1.022,1680.844444,1532.142857,0.911531619,5.915405662,Area.Masoor
75,7,0,0,4.8,0,0,1,0,0,NA,NA,NA,169.625,225,1.61125,24.14285714,0,0,87.1,0,0,51.5,77.77777778,1.503333333,NA,NA,NA,373.6,410,1.104,718.7678571,712.7777778,0.991666184,2.882253905,Area.Arhar..Tur.
76,NA,NA,NA,104.4444444,50,0.275,24.5,0,0,NA,NA,NA,212.375,328.5714286,1.431428571,71,60,0.462,131.5,0,0,19.125,0,0,NA,NA,NA,5010.6,5970,1.224,5573.544444,6408.571429,1.149819741,1.233427653,Area.Arhar..Tur.
77,NA,NA,NA,76.8,33.33333333,0.31,2,NA,NA,NA,NA,NA,13,0,0,2.8,0,0,545.9,1000,1.535,36,100,2.171666667,NA,NA,NA,819.7,840,1.149,1496.2,1973.333333,1.318896761,2.290634802,Area.Arhar..Tur.
78,NA,NA,NA,878.6,370,0.423,232.1,66.66666667,0.313333333,NA,NA,NA,31.9,75,2.01,1,0,0,1447.3,1600,1.103,12.375,25,0.8925,NA,NA,NA,32.28571429,66.66666667,1.163333333,2635.560714,2203.333333,0.836001736,2.376631473,Area.Gram
79,NA,NA,NA,1785.5,670,0.385,1654.1,277.7777778,0.151111111,NA,NA,NA,30,NA,NA,1,0,0,10248.4,8500,0.835,21.6,25,0.5325,NA,NA,NA,46.11111111,100,1.083333333,13786.71111,9572.777778,0.694348181,1.713032699,Area.Gram
80,NA,NA,NA,7943.2,2900,0.357,948.6666667,100,0.101428571,NA,NA,NA,69.42857143,116.6666667,1.27,182.7777778,62.5,0.38,14278,10600,0.733,29.375,40,0.792,125,100,0.8,78.6,114.2857143,1.264285714,23655.04802,14033.45238,0.593254022,2.088565449,Area.Gram
81,1,0,0,4842.9,1250,0.288,1911.333333,200,0.115555556,NA,NA,NA,16.71428571,0,0,40.5,0,0,68452.6,49500,0.722,9.6,0,0,102.6666667,0,0,1042.666667,1688.888889,1.247777778,76419.98095,52638.88889,0.688810547,1.238875013,Area.Gram
82,NA,NA,NA,63.44444444,0,0,5770,0,0,NA,NA,NA,18.66666667,0,0,18,0,0,1556.3,1500,1.033,282.4,333.3333333,0.236666667,3,0,0,8860.4,7460,0.861,16572.21111,9293.333333,0.560778117,2.402655211,Area.Arhar..Tur.
83,NA,NA,NA,28.1,0,0,NA,NA,NA,NA,NA,NA,86.25,116.6666667,1.105,NA,NA,NA,1502.5,1600,1.168,75,100,1.33,NA,NA,NA,5607.2,5430,0.952,7299.05,7246.666667,0.992823267,1.580328936,Area.Arhar..Tur.
84,NA,NA,NA,182.7,66.66666667,0.383333333,22.33333333,0,0,NA,NA,NA,78.4,25,0.1625,3.333333333,0,0,9253.3,7800,0.82,NA,NA,NA,2,0,0,129,114.2857143,0.757142857,9671.066667,8005.952381,0.827825167,1.091611423,Area.Gram
85,NA,NA,NA,14.9,0,0,1.8,0,0,NA,NA,NA,129.5,133.3333333,0.353333333,1,0,0,451.4,800,1.52,NA,NA,NA,NA,NA,NA,117.8,100,0.821,716.4,1033.333333,1.442397171,2.187347599,Area.Gram
86,NA,NA,NA,35.4,25,0.2975,171,0,0,NA,NA,NA,203,100,0.49,47.75,0,0,616.4,1200,1.044,798.8,380,0.35,NA,NA,NA,677.9,530,0.806,2550.25,2235,0.876384668,4.191759611,Area.Masoor
87,NA,NA,NA,35.75,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,6.333333333,NA,NA,821.4,1000,1.23,963.2,440,0.468,1696.5,600,0.18,282,575,1.77,3810.983333,2615,0.686174609,3.183993021,Area.HorseGram
88,2729.5,800,0.295,734.9,400,0.3025,601,300,0.5,2,0,0,20,0,0,76.71428571,0,0,9.875,0,0,32.75,0,0,2271.666667,500,0.236666667,2739.6,2320,0.866,9218.005952,4320,0.468647994,4.041498146,Area.Arhar..Tur.
89,NA,NA,NA,148,100,0.4,2,NA,NA,NA,NA,NA,6,NA,NA,46.5,NA,NA,2,NA,NA,12.5,NA,NA,NA,NA,NA,1323.5,1350,1.025,1540.5,1450,0.94125284,1.336288752,Area.Arhar..Tur.
94,278.2857143,379,1.402857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,46.375,0.9625,NA,NA,NA,NA,NA,NA,197.25,291,1.46,527.0357143,716.375,1.359253236,2.334119515,Area.Other.Kharif.Pulses
99,11.875,4.571428571,0.314285714,11734.3,6546.7,0.492,3781.1,1256.5,0.294,62.25,377.25,4.75,113.3333333,539.8333333,5.166666667,509.3,173.5,0.334,83113.2,54203.1,0.621,15.9,15.3,0.944,NA,NA,NA,67,96.33333333,1.491111111,99408.25833,63213.0881,0.635893729,1.399702001,Area.Gram
100,2.833333333,1.2,0.516,9021.5,4013,0.4,39224.8,12827.1,0.281,1,NA,NA,45.33333333,69.33333333,1.488333333,90.9,29.5,0.337,153142,61215.8,0.393,1.285714286,1,0.904285714,NA,NA,NA,20,12.55555556,0.714444444,201549.6524,78169.48889,0.38784234,1.620194828,Area.Gram
101,8.285714286,2.142857143,0.308571429,1722.2,655,0.305,281824.8,52712.6,0.163,12,12,1,28.83333333,20.5,0.803333333,3.2,2,0.5375,113292.2,76058.9,0.669,1.428571429,1.285714286,0.871428571,NA,NA,NA,1.833333333,1,0.586,396894.781,129465.4286,0.326195845,1.707346847,Area.Moth
102,753.8888889,264.7777778,0.297777778,33706.4,14649.6,0.379,240616.1,49415.8,0.181,NA,NA,NA,NA,NA,NA,1.5,1,0.5,177420,52406.3,0.244,1.666666667,3.333333333,1.556666667,NA,NA,NA,NA,NA,NA,452499.5556,116740.8111,0.257990996,2.262229244,Area.Moth
103,26320.11111,8455.666667,0.324444444,22505.3,6698.1,0.279,1227.8,218.6,0.155,94,144,1.655,17.75,33.5,1.75,NA,NA,NA,68612.3,66963.3,0.991,NA,NA,NA,NA,NA,NA,1,1,1,118778.2611,82514.16667,0.694690812,2.387833019,Area.Gram
104,18.11111111,5.888888889,0.298888889,44.3,12.9,0.278,13.22222222,3.125,0.2425,88,78,0.7025,339.1666667,465.1666667,1.398333333,11.9,3.8,0.357,23564.4,21633,0.967,81,74.5,0.9,NA,NA,NA,1894.111111,1457.222222,0.768888889,26054.21111,23733.60278,0.910931545,1.214349282,Area.Gram
105,79,4.444444444,0.293333333,79.8,25.7,0.279,88.2,18.8,0.194,65.66666667,126.1666667,1.313333333,130.1666667,217.3333333,1.663333333,94,31.9,0.335,9805.6,10081.6,1.026,5679.6,6739.4,1.114,NA,NA,NA,283.8888889,228.3333333,0.763333333,16305.92222,17473.67778,1.071615425,2.068505888,Area.Gram
106,26.88888889,9.111111111,0.324444444,129.2,38.5,0.28,10,2.555555556,0.265555556,73.66666667,111,1.51,114,128.3333333,1.136666667,230.6,77.7,0.334,3430.8,3151,0.989,31.11111111,28.55555556,0.88,NA,NA,NA,928.5555556,591.4444444,0.69,4974.822222,4138.2,0.83182872,1.94525391,Area.Gram
107,5.75,1.857142857,0.414285714,19.9,4.4,0.287,55.9,10.5,0.201,3.8,16.6,4.8,7.6,9.4,1.292,77.7,26.3,0.332,15081.5,16988.5,1.132,2.2,2,0.95,NA,NA,NA,362.2222222,331.7777778,0.853333333,15616.57222,17391.33492,1.113646111,1.071552496,Area.Gram
108,7.666666667,2.875,0.365,233.7,75.8,0.28,93.6,18,0.2,31.83333333,24.66666667,0.705,43,51.5,1.203333333,3532.3,1419.6,0.471,14476.6,14652.9,0.973,24.22222222,20.55555556,0.882222222,NA,NA,NA,1333.333333,472.1111111,0.571111111,19776.25556,16738.00833,0.846368934,1.746811951,Area.Gram
109,138.4444444,38.88888889,0.314444444,103.1,31,0.276,116,21.2,0.191,10.5,19.66666667,1.621666667,36.16666667,58.5,1.4,15.4,5.2,0.349,8784,8253.2,0.928,1,1,1,NA,NA,NA,88.11111111,47.66666667,0.508888889,9292.722222,8476.322222,0.912146303,1.1184199,Area.Gram
110,10262.55556,3867.555556,0.372222222,59730.1,21261.8,0.351,969.3,161.8,0.18,8.75,10,0.83,7628.333333,17359.5,2.285,1284.9,469.6,0.315,30455.4,23469.7,0.809,1.875,2,1.1875,NA,NA,NA,273.2222222,228.3333333,0.89,110614.4361,66830.28889,0.6041733,2.624870612,Area.Moong
111,55105.66667,17064.66667,0.312222222,14179.7,3786.3,0.258,8406.8,1393.4,0.165,NA,NA,NA,18,20.75,1.125,1.666666667,0.666666667,0.516666667,48842.5,50422.5,1.033,NA,NA,NA,NA,NA,NA,37.42857143,6,0.588571429,126591.7619,72694.28333,0.574241817,2.814466967,Area.Other.Kharif.Pulses
112,20877.77778,5850.333333,0.277777778,196333.2,63934.3,0.31,198485.5,48308,0.237,1925.666667,3102.333333,1.663333333,1171.166667,1875.833333,1.41,43.4,23.5,0.4,23166.8,23083.5,1.003,1,1,1,NA,NA,NA,17,6,0.29,442021.5111,146184.8,0.330718746,2.475682075,Area.Moth
113,72.88888889,21,0.308888889,81551.5,20169.1,0.224,158745,26923.9,0.15,NA,NA,NA,136,198.4,3.442,NA,NA,NA,567.5,383.4,0.665,NA,NA,NA,NA,NA,NA,2,1,0.5,241074.8889,47696.8,0.197850553,1.824657322,Area.Moth
